web-scraper-order,web-scraper-start-url,title,price,availability,link,link-href,image-src,pagination,pagination-href
"1612611612-742","https://www.emag.ro/laptopuri/c","Laptop 2 in 1 HP ENVY x360 13-ay0003nn cu procesor AMD Ryzen™ 5 4500U pana la 4.00 GHz, 13.3"", Full HD, IPS, Touch, 8GB, 512GB SSD, AMD Radeon Vega Integrated Graphics, Windows 10 Home, Nightfall black","4.499<sup>99</sup> <span>Lei</span>","ultimele 3 produse","Laptop 2 in 1 HP ENVY x360 13-ay0003nn cu procesor AMD Ryzen™ 5 4500U pana la 4.00 GHz, 13.3"", Full HD, IPS, Touch, 8GB, 512GB SSD, AMD Radeon Vega Integrated Graphics, Windows 10 Home, Nightfall black","https://www.emag.ro/laptop-2-in-1-hp-envy-x360-13-ay0003nn-cu-procesor-amd-ryzentm-5-4500u-pana-la-4-00-ghz-13-3-full-hd-ips-touch-8gb-512gb-ssd-amd-radeon-vega-integrated-graphics-windows-10-home-nightfall-black-2t291ea/pd/DH01YYMBM/","https://s13emagst.akamaized.net/products/30559/30558199/images/res_065b2b5f95ba565867764479a8e32b7f.jpg?width=200&height=200&hash=620AE332D1F5C58C5F0C8B8707F26E87","6","https://www.emag.ro/laptopuri/p6/c"
"1612611551-494","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Asus ExpertBook P2 P2451FA-EB1538 cu procesor Intel Core i3-10110U pana la 4.10 GHz, 14"", Full HD, 4Gb, 256 SSD, Intel UHD Graphics, Free Dos, Black","2.299<sup>00</sup> <span>Lei</span>","în stoc","Laptop ultraportabil Asus ExpertBook P2 P2451FA-EB1538 cu procesor Intel Core i3-10110U pana la 4.10 GHz, 14"", Full HD, 4Gb, 256 SSD, Intel UHD Graphics, Free Dos, Black","https://www.emag.ro/laptop-ultraportabil-asus-expertbook-p2-cu-procesor-intel-core-i3-10110u-pana-la-4-10-ghz-14-full-hd-4gb-256-ssd-intel-uhd-graphics-free-dos-black-p2451fa-eb1538/pd/D33QRDMBM/","https://s13emagst.akamaized.net/products/34910/34909250/images/res_112fb5699cefb1ebf5d31bc07b89b43b.jpg?width=200&height=200&hash=BE70677C75E3E8196F67E3591D533FBE","12","https://www.emag.ro/laptopuri/p12/c"
"1612611671-958","https://www.emag.ro/laptopuri/c","Laptop Dell Latitude 5410, Intel Core i5-10210U, 14inch, RAM 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Pro, Silver","4.999<sup>99</sup> <span>Lei</span>","în stoc","Laptop Dell Latitude 5410, Intel Core i5-10210U, 14inch, RAM 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Pro, Silver","https://www.emag.ro/laptop-dell-latitude-5410-intel-core-i5-10210u-14inch-ram-8gb-ssd-512gb-intel-uhd-graphics-620-windows-10-pro-silver-n007l541014emea/pd/DYHT13MBM/","https://s13emagst.akamaized.net/products/32092/32091961/images/res_8e857229bbac224a1c943539ce71ad49.jpg?width=200&height=200&hash=308EECE808A4CAA38F6B4C7430576518","11","https://www.emag.ro/laptopuri/p11/c"
"1612611566-527","https://www.emag.ro/laptopuri/c","Laptop ultraportabil ASUS ZenBook Duo 14 UX482EA cu procesor Intel® Core™ i7-1165G7 pana la 4.70 GHz, 14"", Full HD, Touch, 32GB, 1TB SSD, Intel® Iris Xe Graphics, Windows 10 Pro, Celestial Blue","8.799<sup>99</sup> <span>Lei</span>","în stoc","Laptop ultraportabil ASUS ZenBook Duo 14 UX482EA cu procesor Intel® Core™ i7-1165G7 pana la 4.70 GHz, 14"", Full HD, Touch, 32GB, 1TB SSD, Intel® Iris Xe Graphics, Windows 10 Pro, Celestial Blue","https://www.emag.ro/laptop-ultraportabil-asus-zenbook-duo-14-ux482ea-cu-procesor-intelr-coretm-i7-1165g7-pana-la-4-70-ghz-14-full-hd-touch-32gb-1tb-ssd-intelr-iris-xe-graphics-windows-10-pro-celestial-blue-ux482ea-hy029r/pd/D14F1DMBM/","https://s13emagst.akamaized.net/products/34871/34870497/images/res_6c0ac15319baccf0b5c35abd3fb6615d.jpg?width=200&height=200&hash=C852D0E8ED8B635BFC355FE7702F3497","10","https://www.emag.ro/laptopuri/p10/c"
"1612611671-945","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Acer Swift 3 SF314-57 cu procesor Intel® Core™ i5-1035G1 pana la 3.60 GHz, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics, No OS, Blue","3.598<sup>56</sup> <span>Lei</span>","în stoc","Laptop ultraportabil Acer Swift 3 SF314-57 cu procesor Intel® Core™ i5-1035G1 pana la 3.60 GHz, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics, No OS, Blue","https://www.emag.ro/laptop-ultraportabil-acer-swift-3-sf314-57-cu-procesor-intelr-coretm-i5-1035g1-pana-la-3-60-ghz-14-full-hd-8gb-256gb-ssd-intelr-uhd-graphics-no-os-blue-nx-hjhex-001/pd/D128S2MBM/","https://s13emagst.akamaized.net/products/32857/32856737/images/res_054517913b3c8b80da7fddc1b6cd9b76.jpg?width=200&height=200&hash=E38D5AC4DFB3D366333E4E6FE605BA80","11","https://www.emag.ro/laptopuri/p11/c"
"1612611641-822","https://www.emag.ro/laptopuri/c","Laptop Lenovo IdeaPad 3 15ADA05 cu procesor AMD Ryzen™ 5 3500U,15.6"" Full HD, 8GB, 512GB SSD, AMD Radeon™ Vega 8 Graphics, FreeDOS, Platinum Grey","3.195<sup>00</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Lenovo IdeaPad 3 15ADA05 cu procesor AMD Ryzen™ 5 3500U,15.6"" Full HD, 8GB, 512GB SSD, AMD Radeon™ Vega 8 Graphics, FreeDOS, Platinum Grey","https://www.emag.ro/laptop-lenovo-ideapad-3-15ada05-cu-procesor-amd-ryzentm-5-3500u-15-6-full-hd-8gb-512gb-ssd-amd-radeontm-vega-8-graphics-freedos-platinum-grey-81w100n9rm/pd/DT3P03MBM/","https://s13emagst.akamaized.net/products/31489/31488236/images/res_5fcbdb16883c1a267ba4d5a1c05d620d.jpg?width=200&height=200&hash=4CAB4B8908D23DC66A71B6E689F012D8","5","https://www.emag.ro/laptopuri/p5/c"
"1612611686-1028","https://www.emag.ro/laptopuri/c","Laptop Gaming ASUS ROG Strix SCAR III cu procesor i7-9750H pana la 4.50 GHz Coffe Lake, 15.6"", Full HD, 144Hz, 16GB, 512GB SSD, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, Gunmetal Gray","6.960<sup>00</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Gaming ASUS ROG Strix SCAR III cu procesor i7-9750H pana la 4.50 GHz Coffe Lake, 15.6"", Full HD, 144Hz, 16GB, 512GB SSD, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, Gunmetal Gray","https://www.emag.ro/laptop-gaming-asus-rog-strix-scar-iii-cu-procesor-i7-9750h-pana-la-4-50-ghz-coffe-lake-15-6-full-hd-144hz-16gb-512gb-ssd-nvidia-geforce-gtx-1660ti-6gb-free-dos-gunmetal-gray-g531gu-es098/pd/DTJSXWBBM/","https://s13emagst.akamaized.net/products/27790/27789677/images/res_b16bae9684b84614b3d0ab2d829ff7ad.jpg?width=200&height=200&hash=5441C184375737E496FB7A621D018E4D","14","https://www.emag.ro/laptopuri/p14/c"
"1612611701-1063","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Lenovo ThinkPad T470 cu procesor Intel® Core™ i5-7200U 2.50 GHz, Kaby Lake, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel HD Graphics 620, FingerPrint Reader, Microsoft Windows 10 Pro, Black","7.932<sup>98</sup> <span>Lei</span>","ultimul produs in stoc","Laptop ultraportabil Lenovo ThinkPad T470 cu procesor Intel® Core™ i5-7200U 2.50 GHz, Kaby Lake, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel HD Graphics 620, FingerPrint Reader, Microsoft Windows 10 Pro, Black","https://www.emag.ro/laptop-ultraportabil-lenovo-thinkpad-t470-cu-procesor-intelr-coretm-i5-7200u-2-50-ghz-kaby-lake-14-full-hd-ips-8gb-256gb-ssd-intel-hd-graphics-620-fingerprint-reader-microsoft-windows-10-pro-black-20h/pd/D9R1QKBBM/","https://s13emagst.akamaized.net/products/8102/8101041/images/res_cfc4d0129bed8947ed23e066eb5817f9.jpg?width=200&height=200&hash=8579CE1E8A965CEDC737628AE6483624","17","https://www.emag.ro/laptopuri/p17/c"
"1612611506-280","https://www.emag.ro/laptopuri/c","Laptop HP ProBook 430 G7, Intel® Core™ i7-10510U, 16GB DDR4, SSD 256GB, Intel® UHD Graphics, Windows 10 Pro","6.499<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop HP ProBook 430 G7, Intel® Core™ i7-10510U, 16GB DDR4, SSD 256GB, Intel® UHD Graphics, Windows 10 Pro","https://www.emag.ro/laptop-hp-probook-430-g7-intelr-coretm-i7-10510u-16gb-ddr4-ssd-256gb-intelr-uhd-graphics-windows-10-pro-143764/pd/DBBNJ7MBM/","https://s13emagst.akamaized.net/products/33733/33732061/images/res_56360bcd0c084d8ab75ffd72250d2f39.jpg?width=200&height=200&hash=BE24DCAECFC7AF85C98EE3C5C9515B2E","16","https://www.emag.ro/laptopuri/p16/c"
"1612611581-578","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Acer Swift SF314-42 cu procesor AMD Ryzen 5 4500U pana la 4.00 GHz, 14"", Full HD, 8GB, 1TB SSD, AMD Radeon Graphics, No OS, Silver","3.499<sup>99</sup> <span>Lei</span>","în stoc","Laptop ultraportabil Acer Swift SF314-42 cu procesor AMD Ryzen 5 4500U pana la 4.00 GHz, 14"", Full HD, 8GB, 1TB SSD, AMD Radeon Graphics, No OS, Silver","https://www.emag.ro/laptop-ultraportabil-acer-swift-sf314-42-cu-procesor-amd-ryzen-5-4500u-pana-la-4-00-ghz-14-full-hd-8gb-1tb-ssd-amd-radeon-graphics-no-os-silver-nx-hseex-00v/pd/DH5W9DMBM/","https://s13emagst.akamaized.net/products/34617/34616998/images/res_47301ae27453571ea1654f8bacd9ca35.jpg?width=200&height=200&hash=ABA6C97E59C3549E91A7309788F0EF42","9","https://www.emag.ro/laptopuri/p9/c"
"1612611491-231","https://www.emag.ro/laptopuri/c","Laptop Lenovo IdeaPad 3 15ADA05, AMD Ryzen 5 3500U, 15.6inch, RAM 8GB, SSD 256GB, AMD Radeon Vega 8, No OS, Platinum Grey","2.975<sup>00</sup> <span>Lei</span>","ultimele 2 produse","Laptop Lenovo IdeaPad 3 15ADA05, AMD Ryzen 5 3500U, 15.6inch, RAM 8GB, SSD 256GB, AMD Radeon Vega 8, No OS, Platinum Grey","https://www.emag.ro/laptop-lenovo-ideapad-3-15ada05-amd-ryzen-5-3500u-15-6inch-ram-8gb-ssd-256gb-amd-radeon-vega-8-no-os-platinum-grey-81w100b8pb/pd/D4T9J7MBM/","https://s13emagst.akamaized.net/products/33738/33737102/images/res_78903ecf47cc0fc29a383b35ab6dc6b6.jpg?width=200&height=200&hash=2BDB813606FD97485EBD933D19052FE0","18","https://www.emag.ro/laptopuri/p18/c"
"1612611446-71","https://www.emag.ro/laptopuri/c","Laptop Gaming Acer Predator Helios 300 PH317-54 cu procesor Intel® Core™ i7-10750H pana la 5.00 GHz, 17.3"", Full HD, 120Hz, 16GB, 1TB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Windows 10 Home, Black","6.999<sup>99</sup> <span>Lei</span>","stoc epuizat","Laptop Gaming Acer Predator Helios 300 PH317-54 cu procesor Intel® Core™ i7-10750H pana la 5.00 GHz, 17.3"", Full HD, 120Hz, 16GB, 1TB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Windows 10 Home, Black","https://www.emag.ro/laptop-gaming-acer-predator-helios-300-ph317-54-cu-procesor-intelr-coretm-i7-10750h-pana-la-5-00-ghz-17-3-full-hd-120hz-16gb-1tb-ssd-nvidiar-geforce-rtxtm-2060-6gb-windows-10-home-black-nh-q9vex-004/pd/DG0BDDMBM/","https://s13emagst.akamaized.net/products/32963/32962506/images/res_646f413909c2f748ba764088980e3863.jpg?width=200&height=200&hash=836C28F894B4F0EDB0DBFFDAAB6329AB","22","https://www.emag.ro/laptopuri/p22/c"
"1612611701-1055","https://www.emag.ro/laptopuri/c","Laptop 2 in 1 HP Elite Dragonfly cu procesor Intel® Core™ i5-8265U pana la 4.60 GHz Whiskey Lake, 13.3"", Full HD, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Windows 10 Pro, Cobalt Blue","7.599<sup>90</sup> <span>Lei</span>","ultimul produs in stoc","Laptop 2 in 1 HP Elite Dragonfly cu procesor Intel® Core™ i5-8265U pana la 4.60 GHz Whiskey Lake, 13.3"", Full HD, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Windows 10 Pro, Cobalt Blue","https://www.emag.ro/laptop-2-in-1-hp-elite-dragonfly-cu-procesor-intelr-coretm-i5-8265u-pana-la-4-60-ghz-whiskey-lake-13-3-full-hd-touch-8gb-256gb-ssd-intelr-uhd-graphics-620-windows-10-pro-cobalt-blue-8mk88ea/pd/DGZ4KGBBM/","https://s13emagst.akamaized.net/products/27040/27039406/images/res_db754eeee23f3e489f4ea6eda2954117.jpg?width=200&height=200&hash=33B6238796234D99620A4C9BF7BAA9B8","17","https://www.emag.ro/laptopuri/p17/c"
"1612611476-172","https://www.emag.ro/laptopuri/c","Laptop 2-in-1 HP 13.3'' Elite Dragonfly, FHD IPS Touch, Procesor Intel® Core™ i5-8365U (6M Cache, up to 4.10 GHz), 8GB, 512GB SSD, GMA UHD 620, Win 10 Pro, Blue","8.768<sup>00</sup> <span>Lei</span>","în stoc","Laptop 2-in-1 HP 13.3'' Elite Dragonfly, FHD IPS Touch, Procesor Intel® Core™ i5-8365U (6M Cache, up to 4.10 GHz), 8GB, 512GB SSD, GMA UHD 620, Win 10 Pro, Blue","https://www.emag.ro/laptop-2-in-1-hp-13-3-elite-dragonfly-fhd-ips-touch-procesor-intelr-coretm-i5-8365u-6m-cache-up-to-4-10-ghz-8gb-512gb-ssd-gma-uhd-620-win-10-pro-blue-8ml20ea/pd/D6ZGXYMBM/","https://s13emagst.akamaized.net/products/30159/30158082/images/res_5c7b88a0b6d81d2747e716c968e52483.jpg?width=200&height=200&hash=3B4B5811FC5C757FAF6C510177698161","19","https://www.emag.ro/laptopuri/p19/c"
"1612611701-1057","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Lenovo ThinkPad X1 Carbon Gen8 cu procesor Intel Core i5-10210U pana la 4.20 GHz, 14"", Full HD, 16GB, 512GB SSD, Windows 10 Pro, Black","9.163<sup>00</sup> <span>Lei</span>","ultimul produs in stoc","Laptop ultraportabil Lenovo ThinkPad X1 Carbon Gen8 cu procesor Intel Core i5-10210U pana la 4.20 GHz, 14"", Full HD, 16GB, 512GB SSD, Windows 10 Pro, Black","https://www.emag.ro/laptop-ultraportabil-lenovo-thinkpad-x1-carbon-gen8-cu-procesor-intel-core-i5-10210u-pana-la-4-20-ghz-14-full-hd-16gb-512gb-ssd-windows-10-pro-black-20u9004rri/pd/D55KJYMBM/","https://s13emagst.akamaized.net/products/30962/30961369/images/res_6e842125bb172f53dd2caf84ba848d3b.jpg?width=200&height=200&hash=79D9E8D9DCF563AF9C021B43D0306E1F","17","https://www.emag.ro/laptopuri/p17/c"
"1612611671-962","https://www.emag.ro/laptopuri/c","Ultrabook DELL 14'' Inspiron 5406 (seria 5000), FHD Touch, Procesor Intel® Core™ i7-1165G7 (12M Cache, up to 4.70 GHz, with IPU), 16GB DDR4, 1TB SSD, Intel Iris Xe, Win 10 Home, Titan Grey, 3Yr CIS","6.307<sup>00</sup> <span>Lei</span>","ultimul produs in stoc","Ultrabook DELL 14'' Inspiron 5406 (seria 5000), FHD Touch, Procesor Intel® Core™ i7-1165G7 (12M Cache, up to 4.70 GHz, with IPU), 16GB DDR4, 1TB SSD, Intel Iris Xe, Win 10 Home, Titan Grey, 3Yr CIS","https://www.emag.ro/ultrabook-dell-14-inspiron-5406-seria-5000-fhd-touch-procesor-intelr-coretm-i7-1165g7-12m-cache-up-to-4-70-ghz-with-ipu-16gb-ddr4-1tb-ssd-intel-iris-xe-win-10-home-titan-grey-3yr-cis-di5406i7161w10h/pd/DHY35DMBM/","https://s13emagst.akamaized.net/products/34948/34947799/images/res_1e6a1103c8fc79eeffbd0f756a119b15.jpg?width=200&height=200&hash=102B7ED279146DA4FCE3B377836ABF12","11","https://www.emag.ro/laptopuri/p11/c"
"1612611701-1053","https://www.emag.ro/laptopuri/c","Laptop Lenovo 14'' ThinkPad T490, FHD IPS, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 16GB DDR4, 512GB SSD, GMA UHD 620, 4G LTE, Win 10 Pro, Black","7.675<sup>50</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Lenovo 14'' ThinkPad T490, FHD IPS, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 16GB DDR4, 512GB SSD, GMA UHD 620, 4G LTE, Win 10 Pro, Black","https://www.emag.ro/laptop-lenovo-14-thinkpad-t490-fhd-ips-procesor-intelr-coretm-i7-8565u-8m-cache-up-to-4-60-ghz-16gb-ddr4-512gb-ssd-gma-uhd-620-4g-lte-win-10-pro-black-20n2000kri/pd/D5TWY8BBM/","https://s13emagst.akamaized.net/products/24241/24240399/images/res_651c7dbb7246f2301be7e734f391639b.jpg?width=200&height=200&hash=FB5E33A26F4AAC66543773E49F72CA8F","17","https://www.emag.ro/laptopuri/p17/c"
"1612611597-683","https://www.emag.ro/laptopuri/c","Laptop Gaming ASUS ROG Zephyrus S15 GX502LXS cu procesor Intel® Core™ i7-10750H pana la 5.00 GHz, Comet Lake, 15.6"", Full HD, IPS, 32GB, 1TB SSD M.2 NVMe™, NVIDIA® GeForce® RTX 2080 SUPER™ with Max-Q Design 8GB GDDR6, Windows 10 Home","19.516<sup>00</sup> <span>Lei</span>","ultimele 3 produse","Laptop Gaming ASUS ROG Zephyrus S15 GX502LXS cu procesor Intel® Core™ i7-10750H pana la 5.00 GHz, Comet Lake, 15.6"", Full HD, IPS, 32GB, 1TB SSD M.2 NVMe™, NVIDIA® GeForce® RTX 2080 SUPER™ with Max-Q Design 8GB GDDR6, Windows 10 Home","https://www.emag.ro/laptop-gaming-asus-rog-zephyrus-s15-gx502lxs-cu-procesor-intelr-coretm-i7-10750h-pana-la-5-00-ghz-comet-lake-15-6-full-hd-ips-32gb-1tb-ssd-m-2-nvmetm-nvidiar-geforcer-rtx-2080-supertm-with-max-q-desig/pd/D3NRN3MBM/","https://s13emagst.akamaized.net/products/29978/29977727/images/res_1907de7797f3600e8e0eb773f0f32397.jpg?width=200&height=200&hash=F3611866763E4B5626A026E1A090A01A","7","https://www.emag.ro/laptopuri/p7/c"
"1612611521-378","https://www.emag.ro/laptopuri/c","Laptop Lenovo ThinkPad E15 Gen 2, Intel® Core™ i7-1165G7 Processor(12M Cache, up to 4.70 GHz, with IPU), 15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 16GB DIMM DDR4-2666, Intel UHD Graphics, 1 TB SSD M.2 2242 PCIe","5.651<sup>31</sup> <span>Lei</span>","în stoc","Laptop Lenovo ThinkPad E15 Gen 2, Intel® Core™ i7-1165G7 Processor(12M Cache, up to 4.70 GHz, with IPU), 15.6"" FHD (1920x1080) IPS 250nits Anti-glare, 16GB DIMM DDR4-2666, Intel UHD Graphics, 1 TB SSD M.2 2242 PCIe","https://www.emag.ro/laptop-lenovo-thinkpad-e15-gen-2-intelr-coretm-i7-1165g7-processor-12m-cache-up-to-4-70-ghz-with-ipu-15-6-fhd-1920x1080-ips-250nits-anti-glare-16gb-dimm-ddr4-2666-intel-uhd-graphics-1-tb-ssd-m-2-2242-/pd/DW8TVDMBM/","https://s13emagst.akamaized.net/products/34715/34714140/images/res_b3374c1e0c5ca0c386eaa883fe70a863.jpg?width=200&height=200&hash=5ADC83FDA5FDC662A8C45086826D3AE5","15","https://www.emag.ro/laptopuri/p15/c"
"1612611476-157","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Lenovo V14-IIL cu procesor Intel Core i7-1065G7 pana la 3.90 GHz, 14"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX350 2GB, Free DOS, Iron Grey","4.199<sup>99</sup> <span>Lei</span>","în stoc","Laptop ultraportabil Lenovo V14-IIL cu procesor Intel Core i7-1065G7 pana la 3.90 GHz, 14"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX350 2GB, Free DOS, Iron Grey","https://www.emag.ro/laptop-ultraportabil-lenovo-v14-iil-cu-procesor-intel-core-i7-1065g7-pana-la-3-90-ghz-14-full-hd-8gb-256gb-ssd-nvidia-geforce-mx350-2gb-free-dos-iron-grey-82c40159rm/pd/D99W5DMBM/","https://s13emagst.akamaized.net/products/34975/34974121/images/res_6e2db52a6d941bf9bef80af0478c9c1e.jpg?width=200&height=200&hash=802C6D2ABCFB4F5074EAA41A868F9820","19","https://www.emag.ro/laptopuri/p19/c"
"1612611671-949","https://www.emag.ro/laptopuri/c","Laptop HP ZBook 15 G6 cu procesor Intel Core i7-9750H pana la 4.50 GHz, 15.6"", Full HD, 32GB, 1TB SSD, nVidia Quadro RTX 3000 6GB, Windows 10 Pro, Grey","11.499<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop HP ZBook 15 G6 cu procesor Intel Core i7-9750H pana la 4.50 GHz, 15.6"", Full HD, 32GB, 1TB SSD, nVidia Quadro RTX 3000 6GB, Windows 10 Pro, Grey","https://www.emag.ro/laptop-hp-zbook-15-g6-cu-procesor-intel-core-i7-9750h-pana-la-4-50-ghz-15-6-full-hd-32gb-1tb-ssd-nvidia-quadro-rtx-3000-6gb-windows-10-pro-grey-119u3ea/pd/D4N982MBM/","https://s13emagst.akamaized.net/products/33172/33171135/images/res_f5ba51a69517bd76e6a7ce914942ac5b.jpg?width=200&height=200&hash=E584A5272D5E8789654FC8F0182853A1","11","https://www.emag.ro/laptopuri/p11/c"
"1612611686-1020","https://www.emag.ro/laptopuri/c","Laptop Lenovo ThinkPad P1 (2nd Gen) cu procesor Intel Core i9-9880H pana la 4.80 GHz, 15.6"", UHD, 16GB, 1TB SSD, NVIDIA Quadro T2000 Max-Q 4GB, Windows 10 Pro, Black","19.189<sup>65</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Lenovo ThinkPad P1 (2nd Gen) cu procesor Intel Core i9-9880H pana la 4.80 GHz, 15.6"", UHD, 16GB, 1TB SSD, NVIDIA Quadro T2000 Max-Q 4GB, Windows 10 Pro, Black","https://www.emag.ro/laptop-lenovo-thinkpad-p1-2nd-gen-cu-procesor-intel-core-i9-9880h-pana-la-4-80-ghz-15-6-uhd-16gb-1tb-ssd-nvidia-quadro-t2000-max-q-4gb-windows-10-pro-black-20qt003pri/pd/D65KJYMBM/","https://s13emagst.akamaized.net/products/30962/30961370/images/res_e524bc5de0fc5a759d18a22de92e186d.jpg?width=200&height=200&hash=B1FA1574465C40A4BA3FF11A75381CD3","14","https://www.emag.ro/laptopuri/p14/c"
"1612611686-1037","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Lenovo ThinkPad X1 Carbon 6th cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", WQHD, IPS, 16GB, 1TB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black","13.497<sup>18</sup> <span>Lei</span>","ultimul produs in stoc","Laptop ultraportabil Lenovo ThinkPad X1 Carbon 6th cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", WQHD, IPS, 16GB, 1TB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black","https://www.emag.ro/laptop-ultraportabil-lenovo-thinkpad-x1-carbon-6th-cu-procesor-intelr-coretm-i7-8550u-pana-la-4-00-ghz-kaby-lake-r-14-wqhd-ips-16gb-1tb-ssd-intelr-uhd-graphics-620-microsoft-windows-10-pro-black-20kh0/pd/DHP8CJBBM/","https://s13emagst.akamaized.net/products/15400/15399447/images/res_29d2e5e1ae4e03b459588b584e4c3355.jpg?width=200&height=200&hash=3518F3C470DCB3D7E12459DF27AF3CEC","14","https://www.emag.ro/laptopuri/p14/c"
"1612611745-1264","https://www.emag.ro/laptopuri/c","Laptop Gaming MSI GL65 Leopard 10SFSK-279XRO cu procesor Intel Core i7-10750H pana la 5.00 GHz, 15.6"", Full HD, 144Hz, 16GB, 512GB SSD, NVIDIA GeForce RTX2070 Super 8GB, Free DOS, Black","7.499<sup>99</sup> <span>Lei</span>","în stoc","Laptop Gaming MSI GL65 Leopard 10SFSK-279XRO cu procesor Intel Core i7-10750H pana la 5.00 GHz, 15.6"", Full HD, 144Hz, 16GB, 512GB SSD, NVIDIA GeForce RTX2070 Super 8GB, Free DOS, Black","https://www.emag.ro/laptop-gaming-msi-gl65-leopard-10sfsk-279xro-cu-procesor-intel-core-i7-10750h-pana-la-5-00-ghz-15-6-full-hd-144hz-16gb-512gb-ssd-nvidia-geforce-rtx2070-super-8gb-free-dos-black-9s7-16u722-279/pd/D390Z3MBM/","https://s13emagst.akamaized.net/products/32066/32065163/images/res_4f9984019c4c3943e94af46d4fbcee15.jpg?width=200&height=200&hash=89FBE6B820C4F5B6B33416B364FF9D91","2","https://www.emag.ro/laptopuri/p2/c"
"1612611716-1149","https://www.emag.ro/laptopuri/c","Laptop Lenovo ThinkPad E14 Intel Core (10th Gen) i5-10210U 512GB SSD 16GB FullHD, Win10 Pro","5.940<sup>00</sup> <span>Lei</span>","ultimele 2 produse","Laptop Lenovo ThinkPad E14 Intel Core (10th Gen) i5-10210U 512GB SSD 16GB FullHD, Win10 Pro","https://www.emag.ro/laptop-lenovo-thinkpad-e14-intel-core-10th-gen-i5-10210u-512gb-ssd-16gb-fullhd-win10-pro-20ra001mri/pd/D0NWQMMBM/","https://s13emagst.akamaized.net/products/30297/30296774/images/res_c09e4d9fec2d1c862f8025a888df9a46.jpg?width=200&height=200&hash=3394BC5251785B91AB8CEC806D39E93A","20","https://www.emag.ro/laptopuri/p20/c"
"1612611491-210","https://www.emag.ro/laptopuri/c","Laptop Lenovo ThinkBook Plus, Intel Core i7-10710U, 13.3inch, RAM 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, Iron Grey","8.787<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Lenovo ThinkBook Plus, Intel Core i7-10710U, 13.3inch, RAM 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, Iron Grey","https://www.emag.ro/laptop-lenovo-thinkbook-plus-intel-core-i7-10710u-13-3inch-ram-16gb-ssd-512gb-intel-uhd-graphics-windows-10-pro-iron-grey-20tg0032rm/pd/DY6C03MBM/","https://s13emagst.akamaized.net/products/31718/31717683/images/res_e0461be42f62f55287aac9ecffd66f13.jpg?width=200&height=200&hash=8896791E3D4EA3417EB981F1C5D81AAE","18","https://www.emag.ro/laptopuri/p18/c"
