web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image
"1613204988-2967","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk1036nq, FHD IPS, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB 7200 RPM + 256GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Black","6.499,00 RON","Nu este in stoc","12","https://www.pcgarage.ro/notebook-laptop/pagina12/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 15.6'' Pavilion 15-dk1036nq, FHD IPS, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB 7200 RPM + 256GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-156-pavilion-15-dk1036nq-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-7200-rpm-plus-256gb-ssd-geforce-gtx-1660-ti-6gb-free-dos-black/","https://5.grgs.ro/images/products/1/6835/2063062/thumbnails/gaming-156-pavilion-15-dk1045nq-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-free-dos-black-6d106aef49287874902493a4d53e5420.jpg, https://2.grgs.ro/images/products/1/6835/2063062/normal/gaming-156-pavilion-15-dk1045nq-fhd-ips-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-free-dos-black-6d106aef49287874902493a4d53e5420.jpg 2x"
"1613205148-4318","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' TUF Dash F15 FX516PR, FHD 240Hz, Procesor Intel® Core™ i7-11370H (12M Cache, up to 4.80 GHz, with IPU), 16GB DDR4, 1TB SSD, GeForce RTX 3070 8GB, No OS, Moonlight White","7.998,99 RON","Stoc magazin suficient","5","https://www.pcgarage.ro/notebook-laptop/pagina5/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' TUF Dash F15 FX516PR, FHD 240Hz, Procesor Intel® Core™ i7-11370H (12M Cache, up to 4.80 GHz, with IPU), 16GB DDR4, 1TB SSD, GeForce RTX 3070 8GB, No OS, Moonlight White","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-tuf-dash-f15-fx516pr-fhd-240hz-procesor-intel-core-i7-11370h-12m-cache-up-to-480-ghz-with-ipu-16gb-ddr4-1tb-ssd-geforce-rtx-3070-8gb-no-os-moonlight-white/","https://5.grgs.ro/images/products/1/352/2127290/thumbnails/gaming-156-tuf-dash-f15-fx516pr-fhd-240hz-procesor-intel-core-i7-11370h-12m-cache-up-to-480-ghz-with-ipu-16gb-ddr4-1tb-ssd-geforce-rtx-3070-8gb-no-os--ed218804666e53b2bfddb4b171539ec1.jpg, https://5.grgs.ro/images/products/1/352/2127290/normal/gaming-156-tuf-dash-f15-fx516pr-fhd-240hz-procesor-intel-core-i7-11370h-12m-cache-up-to-480-ghz-with-ipu-16gb-ddr4-1tb-ssd-geforce-rtx-3070-8gb-no-os--ed218804666e53b2bfddb4b171539ec1.jpg 2x"
"1613204969-2678","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Alienware Gaming 15.6'' m15 R3, UHD OLED, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 32GB DDR4, 2x 2TB SSD, GeForce RTX 2080 SUPER 8GB, Win 10 Pro, Lunar Light, 3Yr BOS","22.975,78 RON","In stoc furnizor","9","https://www.pcgarage.ro/notebook-laptop/pagina9/filtre/placa-video-placa-video-dedicata/","Laptop Alienware Gaming 15.6'' m15 R3, UHD OLED, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 32GB DDR4, 2x 2TB SSD, GeForce RTX 2080 SUPER 8GB, Win 10 Pro, Lunar Light, 3Yr BOS","https://www.pcgarage.ro/notebook-laptop/alienware/gaming-156-m15-r3-uhd-oled-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-2x-2tb-ssd-geforce-rtx-2080-super-8gb-win-10-pro-lunar-light-3yr-bos/","https://1.grgs.ro/images/products/1/6954/2060270/thumbnails/gaming-156-m15-r3-uhd-oled-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-2x-2tb-ssd-geforce-rtx-2080-super-8gb-win-10-pro-lunar-ligh-e625162c079949734090f777067e1e9f.jpg, https://3.grgs.ro/images/products/1/6954/2060270/normal/gaming-156-m15-r3-uhd-oled-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-2x-2tb-ssd-geforce-rtx-2080-super-8gb-win-10-pro-lunar-ligh-e625162c079949734090f777067e1e9f.jpg 2x"
"1613204807-748","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Alienware Gaming 15.6'' m15 R3, FHD 144Hz, Procesor Intel® Core™ i9-10980HK (16M Cache, up to 5.30 GHz), 32GB DDR4, 512GB SSD, GeForce RTX 2080 SUPER 8GB, Win 10 Pro, Lunar Light, 3Yr BOS","21.999,99 RON","Nu este in stoc","»","https://www.pcgarage.ro/notebook-laptop/pagina23/filtre/placa-video-placa-video-dedicata/","Laptop Alienware Gaming 15.6'' m15 R3, FHD 144Hz, Procesor Intel® Core™ i9-10980HK (16M Cache, up to 5.30 GHz), 32GB DDR4, 512GB SSD, GeForce RTX 2080 SUPER 8GB, Win 10 Pro, Lunar Light, 3Yr BOS","https://www.pcgarage.ro/notebook-laptop/alienware/gaming-156-m15-r3-fhd-144hz-procesor-intel-core-i9-10980hk-16m-cache-up-to-530-ghz-32gb-ddr4-512gb-ssd-geforce-rtx-2080-super-8gb-win-10-pro-lunar-light-3yr-bos/","https://1.grgs.ro/images/products/1/6954/2136062/thumbnails/gaming-156-m15-r3-fhd-300hz-procesor-intel-core-i9-10980hk-16m-cache-up-to-530-ghz-32gb-ddr4-2x-512b-ssd-geforce-rtx-2070-super-8gb-win-10-pro-lunar-l-8874fe5002525144f51c1d683be155f3.jpg, https://5.grgs.ro/images/products/1/6954/2136062/normal/gaming-156-m15-r3-fhd-300hz-procesor-intel-core-i9-10980hk-16m-cache-up-to-530-ghz-32gb-ddr4-2x-512b-ssd-geforce-rtx-2070-super-8gb-win-10-pro-lunar-l-8874fe5002525144f51c1d683be155f3.jpg 2x"
"1613205097-4064","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 17.3'' GE75 Raider 10SGS, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 64GB DDR4, 1TB SSD, GeForce RTX 2080 SUPER 8GB, Win 10 Pro, Black","17.214,93 RON","Nu este in stoc","‹","https://www.pcgarage.ro/notebook-laptop/pagina22/filtre/placa-video-placa-video-dedicata/","Laptop MSI Gaming 17.3'' GE75 Raider 10SGS, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 64GB DDR4, 1TB SSD, GeForce RTX 2080 SUPER 8GB, Win 10 Pro, Black","https://www.pcgarage.ro/notebook-laptop/msi/gaming-173-ge75-raider-10sgs-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-64gb-ddr4-1tb-ssd-geforce-rtx-2080-super-8gb-win-10-pro-black/","https://2.grgs.ro/images/products/1/2045418/2049094/thumbnails/gaming-173-ge75-raider-10sgs-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-64gb-ddr4-1tb-ssd-geforce-rtx-2080-super-8gb-win-10-pro-b-ed3644b6f106d8054503053749185367.jpg, https://3.grgs.ro/images/products/1/2045418/2049094/normal/gaming-173-ge75-raider-10sgs-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-64gb-ddr4-1tb-ssd-geforce-rtx-2080-super-8gb-win-10-pro-b-ed3644b6f106d8054503053749185367.jpg 2x"
"1613205042-3476","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ASUS TUF A15 FX506II, FHD, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 512GB SSD, GeForce 1650 Ti 4GB, No OS, Bonfire Black","3.999,99 RON","Nu este in stoc","17","https://www.pcgarage.ro/notebook-laptop/pagina17/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ASUS TUF A15 FX506II, FHD, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 8GB DDR4, 512GB SSD, GeForce 1650 Ti 4GB, No OS, Bonfire Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-asus-tuf-a15-fx506ii-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-geforce-1650-ti-4gb-no-os-bonfire-black/","https://1.grgs.ro/images/products/1/2013982/2014306/thumbnails/gaming-156-asus-tuf-a15-fx506ii-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-geforce-1650-ti-4gb-no-os-bonfire-black-45c65f4cf951534f7c77ceb7ea1bddfa.jpg, https://1.grgs.ro/images/products/1/2013982/2014306/normal/gaming-156-asus-tuf-a15-fx506ii-fhd-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-512gb-ssd-geforce-1650-ti-4gb-no-os-bonfire-black-45c65f4cf951534f7c77ceb7ea1bddfa.jpg 2x"
"1613205115-4148","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 17.3'' OMEN 17-cb1006nq, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2070 8GB, Free DOS, Shadow Black, 4-Zone RGB","7.198,99 RON","Stoc magazin limitat","«","https://www.pcgarage.ro/notebook-laptop/pagina1/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 17.3'' OMEN 17-cb1006nq, FHD IPS 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2070 8GB, Free DOS, Shadow Black, 4-Zone RGB","https://www.pcgarage.ro/notebook-laptop/hp/gaming-173-omen-17-cb1006nq-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2070-8gb-free-dos-shadow-black-4-zone-rgb/","https://5.grgs.ro/images/products/1/4917/2065386/thumbnails/gaming-173-omen-17-cb1016nq-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2070-super-8gb-free-dos--fa6c604d10e6e2e9aa05963578d385ca.jpg, https://1.grgs.ro/images/products/1/4917/2065386/normal/gaming-173-omen-17-cb1016nq-fhd-ips-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2070-super-8gb-free-dos--fa6c604d10e6e2e9aa05963578d385ca.jpg 2x"
"1613204826-984","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion Y740, FHD IPS 144Hz G-Sync, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2070 8GB, FreeDos, Black","9.499,00 RON","Nu este in stoc","21","https://www.pcgarage.ro/notebook-laptop/pagina21/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion Y740, FHD IPS 144Hz G-Sync, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 1TB SSD, GeForce RTX 2070 8GB, FreeDos, Black","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-y740-fhd-ips-144hz-g-sync-procesor-intel-core-i7-9750h-12m-cache-up-to-450-ghz-16gb-ddr4-1tb-ssd-geforce-rtx-2070-8gb-freedos-black/","https://4.grgs.ro/images/products/1/3049/1929106/thumbnails/mwl_i7_9-316fd7956511dcb6b4bace25e57fa346.jpg, https://5.grgs.ro/images/products/1/3049/1929106/normal/mwl_i7_9-316fd7956511dcb6b4bace25e57fa346.jpg 2x"
"1613204862-1380","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP 15.6'' 15-dw2004nq, FHD, Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), 8GB DDR4, 512GB SSD, GeForce MX330 2GB, Free DOS, Silver","3.399,00 RON","Nu este in stoc","16","https://www.pcgarage.ro/notebook-laptop/pagina16/filtre/placa-video-placa-video-dedicata/","Laptop HP 15.6'' 15-dw2004nq, FHD, Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), 8GB DDR4, 512GB SSD, GeForce MX330 2GB, Free DOS, Silver","https://www.pcgarage.ro/notebook-laptop/hp/156-15-dw2004nq-fhd-procesor-intel-core-i5-1035g1-6m-cache-up-to-360-ghz-8gb-ddr4-512gb-ssd-geforce-mx330-2gb-free-dos-silver/","https://1.grgs.ro/images/products/1/2034042/2038286/thumbnails/156-15-dw2004nq-fhd-procesor-intel-core-i5-1035g1-6m-cache-up-to-360-ghz-8gb-ddr4-512gb-ssd-geforce-mx330-2gb-free-dos-silver-2d7a91a4c1c24a5ac52e882a85dd4443.jpg, https://4.grgs.ro/images/products/1/2034042/2038286/normal/156-15-dw2004nq-fhd-procesor-intel-core-i5-1035g1-6m-cache-up-to-360-ghz-8gb-ddr4-512gb-ssd-geforce-mx330-2gb-free-dos-silver-2d7a91a4c1c24a5ac52e882a85dd4443.jpg 2x"
"1613205115-4138","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ASUS TUF F15 FX506LI, FHD 144Hz, Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Bonfire Black","4.196,99 RON","Stoc magazin suficient","«","https://www.pcgarage.ro/notebook-laptop/pagina1/filtre/placa-video-placa-video-dedicata/","Laptop ASUS Gaming 15.6'' ASUS TUF F15 FX506LI, FHD 144Hz, Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Bonfire Black","https://www.pcgarage.ro/notebook-laptop/asus/gaming-156-asus-tuf-f15-fx506li-fhd-144hz-procesor-intel-core-i7-10870h-16m-cache-up-to-500-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-bonfire-black/","https://1.grgs.ro/images/products/1/9507/2107798/thumbnails/gaming-156-asus-tuf-f15-fx506li-fhd-144hz-procesor-intel-core-i7-10870h-16m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-bonf-b001c647279b991deb7c7143a37bdd59.jpg, https://5.grgs.ro/images/products/1/9507/2107798/normal/gaming-156-asus-tuf-f15-fx506li-fhd-144hz-procesor-intel-core-i7-10870h-16m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-bonf-b001c647279b991deb7c7143a37bdd59.jpg 2x"
"1613205197-4490","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Acer Gaming 15.6'' Predator Helios 300 PH315-53, FHD IPS 144Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, No OS, Abyssal Black","4.698,99 RON","Stoc magazin suficient","2","https://www.pcgarage.ro/notebook-laptop/pagina2/filtre/placa-video-placa-video-dedicata/","Laptop Acer Gaming 15.6'' Predator Helios 300 PH315-53, FHD IPS 144Hz, Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, No OS, Abyssal Black","https://www.pcgarage.ro/notebook-laptop/acer/gaming-156-predator-helios-300-ph315-53-fhd-ips-144hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-no-os-abyssal-black/","https://3.grgs.ro/images/products/1/4917/2105366/thumbnails/gaming-156-predator-helios-300-ph315-53-fhd-ips-144hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-256gb-ssd-geforce-rtx-2060-6gb-wi-50072f6d1fecf2d3ffb9740f7ad1ab6d.jpg, https://5.grgs.ro/images/products/1/4917/2105366/normal/gaming-156-predator-helios-300-ph315-53-fhd-ips-144hz-procesor-intel-core-i5-10300h-8m-cache-up-to-450-ghz-16gb-ddr4-256gb-ssd-geforce-rtx-2060-6gb-wi-50072f6d1fecf2d3ffb9740f7ad1ab6d.jpg 2x"
"1613204952-2490","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15ARH05, FHD IPS 120Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Phantom Black","4.599,00 RON","Nu este in stoc","10","https://www.pcgarage.ro/notebook-laptop/pagina10/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 5 15ARH05, FHD IPS 120Hz, Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.0 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1650 Ti 4GB, No OS, Phantom Black","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-5-15arh05-fhd-ips-120hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-phantom-black/","https://5.grgs.ro/images/products/1/2045418/2049914/thumbnails/gaming-156-legion-5-15arh05-fhd-ips-120hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-4gb-no-os-phantom-black-d80165e24afcb1171e3cc37e16298b35.jpg, https://1.grgs.ro/images/products/1/2045418/2049914/normal/gaming-156-legion-5-15arh05-fhd-ips-120hz-procesor-amd-ryzen-5-4600h-8m-cache-up-to-40-ghz-8gb-ddr4-256gb-ssd-geforce-gtx-1650-4gb-no-os-phantom-black-d80165e24afcb1171e3cc37e16298b35.jpg 2x"
"1613204988-2960","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo 15.6'' IdeaPad Creator 5 15IMH05, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB + 256GB SSD, GeForce GTX 1650 4GB, No OS, Dark Moss","6.399,00 RON","Nu este in stoc","12","https://www.pcgarage.ro/notebook-laptop/pagina12/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo 15.6'' IdeaPad Creator 5 15IMH05, FHD 144Hz, Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), 16GB DDR4, 1TB + 256GB SSD, GeForce GTX 1650 4GB, No OS, Dark Moss","https://www.pcgarage.ro/notebook-laptop/lenovo/156-ideapad-creator-5-15imh05-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-1tb-plus-256gb-ssd-geforce-gtx-1650-4gb-no-os-dark-moss/","https://1.grgs.ro/images/products/1/6954/2069050/thumbnails/156-ideapad-creator-5-15imh05-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-dark-m-4eb7e4f3e3a7083d93cb3d4c71ad9ec3.jpg, https://3.grgs.ro/images/products/1/6954/2069050/normal/156-ideapad-creator-5-15imh05-fhd-144hz-procesor-intel-core-i7-10750h-12m-cache-up-to-500-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1650-ti-4gb-no-os-dark-m-4eb7e4f3e3a7083d93cb3d4c71ad9ec3.jpg 2x"
"1613205025-3337","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 17.3'' Pavilion 17-cd0018nq, FHD IPS, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Shadow Black","6.299,00 RON","Nu este in stoc","14","https://www.pcgarage.ro/notebook-laptop/pagina14/filtre/placa-video-placa-video-dedicata/","Laptop HP Gaming 17.3'' Pavilion 17-cd0018nq, FHD IPS, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 8GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Free DOS, Shadow Black","https://www.pcgarage.ro/notebook-laptop/hp/gaming-173-pavilion-17-cd0018nq-fhd-ips-procesor-intel-core-i7-9750h-12m-cache-up-to-450-ghz-8gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-free-dos-shadow-black/","https://1.grgs.ro/images/products/1/1979534/2040062/thumbnails/gaming-173-pavilion-17-cd0006nq-fhd-ips-144hz-procesor-intel-core-i7-9750h-12m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-freedos-8d477cc4bee96ea4987c5d83240c7bd0.jpg, https://5.grgs.ro/images/products/1/1979534/2040062/normal/gaming-173-pavilion-17-cd0006nq-fhd-ips-144hz-procesor-intel-core-i7-9750h-12m-cache-up-to-450-ghz-16gb-ddr4-512gb-ssd-geforce-gtx-1660-ti-6gb-freedos-8d477cc4bee96ea4987c5d83240c7bd0.jpg 2x"
"1613205097-4052","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop MSI 17.3'' Creator 17 A10SE, UHD HDR 1000 Mini LED, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, Free DOS, Space Grey","13.009,58 RON","Nu este in stoc","‹","https://www.pcgarage.ro/notebook-laptop/pagina22/filtre/placa-video-placa-video-dedicata/","Laptop MSI 17.3'' Creator 17 A10SE, UHD HDR 1000 Mini LED, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 16GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, Free DOS, Space Grey","https://www.pcgarage.ro/notebook-laptop/msi/173-creator-17-a10se-uhd-hdr-1000-mini-led-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-free-dos-space-grey/","https://4.grgs.ro/images/products/1/1034/2041998/thumbnails/173-creator-17-a10se-uhd-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-grey-915b5ef1baaccbe1f7db32b4c8520470.jpg, https://4.grgs.ro/images/products/1/1034/2041998/normal/173-creator-17-a10se-uhd-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-16gb-ddr4-512gb-ssd-geforce-rtx-2060-6gb-no-os-grey-915b5ef1baaccbe1f7db32b4c8520470.jpg 2x"
"1613204934-2337","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 7 15IMHg05, FHD IPS 144Hz G-Sync, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2080 SUPER 8GB, No OS, Slate Grey","10.798,99 RON","Stoc magazin limitat","7","https://www.pcgarage.ro/notebook-laptop/pagina7/filtre/placa-video-placa-video-dedicata/","Laptop Lenovo Gaming 15.6'' Legion 7 15IMHg05, FHD IPS 144Hz G-Sync, Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), 32GB DDR4, 1TB SSD, GeForce RTX 2080 SUPER 8GB, No OS, Slate Grey","https://www.pcgarage.ro/notebook-laptop/lenovo/gaming-156-legion-7-15imhg05-fhd-ips-144hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2080-super-8gb-no-os-slate-grey/","https://5.grgs.ro/images/products/1/7193/2056478/thumbnails/gaming-156-legion-7-15imhg05-fhd-ips-144hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-no-os-slate-gr-d06a2f939f22ff7ad7e9a9455fd8eaa9.jpg, https://1.grgs.ro/images/products/1/7193/2056478/normal/gaming-156-legion-7-15imhg05-fhd-ips-144hz-procesor-intel-core-i7-10875h-16m-cache-up-to-510-ghz-32gb-ddr4-1tb-ssd-geforce-rtx-2060-6gb-no-os-slate-gr-d06a2f939f22ff7ad7e9a9455fd8eaa9.jpg 2x"
"1613204969-2675","https://www.pcgarage.ro/notebook-laptop/filtre/placa-video-placa-video-dedicata/","Laptop Alienware Gaming 15.6'' m15 R3, FHD 300Hz, Procesor Intel® Core™ i9-10980HK (16M Cache, up to 5.30 GHz), 32GB DDR4, 2x 512GB SSD, GeForce RTX 2070 SUPER 8GB, Win 10 Pro, Lunar Light, 3Yr BOS","17.516,19 RON","In stoc furnizor","9","https://www.pcgarage.ro/notebook-laptop/pagina9/filtre/placa-video-placa-video-dedicata/","Laptop Alienware Gaming 15.6'' m15 R3, FHD 300Hz, Procesor Intel® Core™ i9-10980HK (16M Cache, up to 5.30 GHz), 32GB DDR4, 2x 512GB SSD, GeForce RTX 2070 SUPER 8GB, Win 10 Pro, Lunar Light, 3Yr BOS","https://www.pcgarage.ro/notebook-laptop/alienware/gaming-156-m15-r3-fhd-300hz-procesor-intel-core-i9-10980hk-16m-cache-up-to-530-ghz-32gb-ddr4-2x-512gb-ssd-geforce-rtx-2070-super-8gb-win-10-pro-lunar-light-3yr-bos/","https://2.grgs.ro/images/products/1/6954/2060294/thumbnails/gaming-156-m15-r3-fhd-300hz-procesor-intel-core-i9-10980hk-16m-cache-up-to-530-ghz-32gb-ddr4-2x-512b-ssd-geforce-rtx-2070-super-8gb-win-10-pro-lunar-l-8874fe5002525144f51c1d683be155f3.jpg, https://4.grgs.ro/images/products/1/6954/2060294/normal/gaming-156-m15-r3-fhd-300hz-procesor-intel-core-i9-10980hk-16m-cache-up-to-530-ghz-32gb-ddr4-2x-512b-ssd-geforce-rtx-2070-super-8gb-win-10-pro-lunar-l-8874fe5002525144f51c1d683be155f3.jpg 2x"
